,id,nome_carro,marca,modelo,preco_novo,custo_minimo,custo_maximo,idade_veiculo,km_dirigidos,tipo_vendedor,tipo_combustivel,tipo_transmissao,milhagem,motor,poder_maximo,assentos,preco_venda,ipva,km_por_ano,fabricacao
3528,7583,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.65-16.73 Lakh*,1065000.0,1673000.0,14,82000,distribuidora,Petrol,Manual,13.9,1599,103.2,5,245000,9800,5857.142857142857,2010
3529,7586,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.59-13.13 Lakh*,959000.0,1313000.0,11,97845,distribuidora,Diesel,Manual,21.27,1396,88.76,5,320000,12800,8895.0,2013
3530,7588,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.57-7.25 Lakh*,557000.0,725000.0,7,25932,distribuidora,Petrol,Manual,21.79,998,67.05,5,382000,15280,3704.5714285714284,2017
3532,7595,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.33-13.56 Lakh*,933000.0,1356000.0,4,43000,distribuidora,Petrol,Automatic,14.7,1496,120.69,5,730000,29200,10750.0,2020
3533,7596,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.02-9.69 Lakh*,902000.0,969000.0,10,68000,particular,Diesel,Manual,20,1399,68,5,230000,9200,6800.0,2014
3534,7600,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.84-18.09 Lakh*,1284000.0,1809000.0,11,140000,particular,Diesel,Manual,16.2,1493,110,5,350000,14000,12727.272727272728,2013
3535,7602,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.04-11.42 Lakh*,704000.0,1142000.0,5,65067,distribuidora,Petrol,Automatic,17.21,1197,103.5,5,723000,28920,13013.4,2019
3536,7604,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,1285000.0,1811000.0,5,32615,distribuidora,Diesel,Manual,23.9,1582,126.2,5,850000,34000,6523.0,2019
3537,7606,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.68-6.53 Lakh*,368000.0,653000.0,1,3960,distribuidora,Petrol,Automatic,22,999,67,5,550000,22000,3960.0,2023
3538,7611,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.54-4.72 Lakh*,354000.0,472000.0,4,80000,particular,Petrol,Manual,24.7,796,47.3,5,280000,11200,20000.0,2020
3539,7619,Maruti Ignis,Maruti,Ignis,New Car (On-Road Price) : Rs.6.03-8.84 Lakh*,603000.0,884000.0,4,54300,distribuidora,Petrol,Manual,20.89,1197,81.8,5,525000,21000,13575.0,2020
3540,7623,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.59-16.61 Lakh*,1059000.0,1661000.0,3,5500,distribuidora,Petrol,Manual,17,1591,121.3,5,1045000,41800,1833.3333333333333,2021
3541,7624,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.97-12.24 Lakh*,897000.0,1224000.0,7,76000,particular,Petrol,Manual,16.02,1373,93.7,7,450000,18000,10857.142857142857,2017
3542,7631,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.55-7.35 Lakh*,555000.0,735000.0,4,19971,distribuidora,Petrol,Automatic,21.79,998,67.05,5,450000,18000,4992.75,2020
3543,7632,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.46-9.53 Lakh*,646000.0,953000.0,2,20000,distribuidora,Petrol,Manual,22,1197,81.8,5,625000,25000,10000.0,2022
3544,7635,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.83-10.34 Lakh*,883000.0,1034000.0,5,76000,distribuidora,Diesel,Manual,13.6,2523,63,9,590000,23600,15200.0,2019
3545,7638,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.52-4.70 Lakh*,352000.0,470000.0,6,70000,particular,Petrol,Manual,22.74,796,47.3,5,300000,12000,11666.666666666666,2018
3546,7639,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.01-7.38 Lakh*,701000.0,738000.0,4,50000,distribuidora,Petrol,Manual,18.9,1197,81.86,5,425000,17000,12500.0,2020
3547,7641,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.13.10-18.30 Lakh*,1310000.0,1830000.0,9,97000,distribuidora,Diesel,Automatic,22.32,1582,126.3,5,480000,19200,10777.777777777777,2015
3548,7643,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.68-6.53 Lakh*,368000.0,653000.0,4,34000,distribuidora,Petrol,Automatic,24.04,999,67,5,395000,15800,8500.0,2020
3549,7648,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.11-20.45 Lakh*,1211000.0,2045000.0,3,40000,particular,Diesel,Manual,21.38,1396,88.7,5,911000,36440,13333.333333333334,2021
3550,7651,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.60-23.38 Lakh*,1660000.0,2338000.0,5,143210,distribuidora,Diesel,Automatic,16,2179,140,7,1275000,51000,28642.0,2019
3551,7652,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,674000.0,1004000.0,10,80000,particular,Petrol,Manual,17.5,1298,85.8,5,310000,12400,8000.0,2014
3552,7655,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.60-12.84 Lakh*,960000.0,1284000.0,8,63000,distribuidora,Diesel,Manual,21.9,1396,88.76,5,465000,18600,7875.0,2016
3553,7656,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.21-10.19 Lakh*,721000.0,1019000.0,2,10250,distribuidora,Petrol,Manual,19.5,1199,88.76,5,680000,27200,5125.0,2022
3554,7658,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.27-16.15 Lakh*,1027000.0,1615000.0,11,122661,particular,Petrol,Manual,16.2,1599,103.2,5,150000,6000,11151.0,2013
3555,7660,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.57-7.25 Lakh*,557000.0,725000.0,4,28500,distribuidora,Petrol,Automatic,20.51,998,67,5,525000,21000,7125.0,2020
3556,7663,Mahindra XUV300,Mahindra,XUV300,New Car (On-Road Price) : Rs.8.67-12.27 Lakh*,867000.0,1227000.0,2,15000,particular,Petrol,Manual,17,1197,108.6,5,1000000,40000,7500.0,2022
3557,7664,BMW 5,BMW,5,New Car (On-Road Price) : Rs.73.85-82.94 Lakh*,7385000.0,8294000.0,8,33000,distribuidora,Diesel,Automatic,17.09,1995,218,5,2500000,100000,4125.0,2016
3558,7665,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.55-7.35 Lakh*,555000.0,735000.0,5,63359,distribuidora,Petrol,Automatic,20.51,998,67,5,360000,14400,12671.8,2019
3559,7668,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.40-4.54 Lakh*,340000.0,454000.0,7,35000,particular,Petrol,Manual,22.74,796,47.3,5,250000,10000,5000.0,2017
3560,7669,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,1285000.0,1811000.0,8,113000,distribuidora,Diesel,Manual,22.32,1582,126.32,5,630000,25200,14125.0,2016
3561,7670,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.76.09-94.81 Lakh*,7609000.0,9481000.0,14,52487,distribuidora,Diesel,Automatic,11,2987,198.5,5,1050000,42000,3749.0714285714284,2010
3562,7672,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.44-12.95 Lakh*,944000.0,1295000.0,6,41139,particular,Diesel,Manual,22.54,1396,88.73,5,700000,28000,6856.5,2018
3563,7673,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.59-13.13 Lakh*,959000.0,1313000.0,8,191542,distribuidora,Diesel,Manual,21.9,1396,88.76,5,300000,12000,23942.75,2016
3564,7674,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.31-13.67 Lakh*,1031000.0,1367000.0,5,60000,particular,Diesel,Manual,22.77,1498,98.59,5,700000,28000,12000.0,2019
3565,7676,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.60-23.38 Lakh*,1660000.0,2338000.0,9,82164,distribuidora,Diesel,Manual,15.1,2179,140,7,780000,31200,9129.333333333334,2015
3566,7678,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.98-13.47 Lakh*,798000.0,1347000.0,9,100000,particular,Petrol,Manual,17,1197,80,5,360000,14400,11111.111111111111,2015
3567,7679,Mahindra Marazzo,Mahindra,Marazzo,New Car (On-Road Price) : Rs.14.55-17.14 Lakh*,1455000.0,1714000.0,3,35000,particular,Diesel,Manual,17.3,1497,121,8,1200000,48000,11666.666666666666,2021
3568,7680,Volkswagen Vento,Volkswagen,Vento,New Car (On-Road Price) : Rs.10.40-16.74 Lakh*,1040000.0,1674000.0,7,90000,particular,Petrol,Manual,15.04,1598,103.2,5,400000,16000,12857.142857142857,2017
3569,7682,BMW 3,BMW,3,New Car (On-Road Price) : Rs.51.04-57.56 Lakh*,5104000.0,5756000.0,12,81297,distribuidora,Diesel,Automatic,16.07,1995,181,5,1000000,40000,6774.75,2012
3570,7686,BMW 7,BMW,7,New Car (On-Road Price) : Rs.1.66Cr-2.92 Cr*,16600000.0,29200000.0,15,99900,distribuidora,Petrol,Automatic,8.45,2979,321,5,925000,37000,6660.0,2009
3571,7687,BMW 7,BMW,7,New Car (On-Road Price) : Rs.1.65 Cr*,16500000.0,16500000.0,4,50000,distribuidora,Diesel,Automatic,16.77,2993,261.49,5,6750000,270000,12500.0,2020
3572,7689,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.20-9.72 Lakh*,920000.0,972000.0,9,63000,distribuidora,Diesel,Manual,20,1399,68.05,5,210000,8400,7000.0,2015
3573,7692,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.98-10.40 Lakh*,698000.0,1040000.0,3,33000,distribuidora,Petrol,Manual,21.21,1197,81.8,5,655000,26200,11000.0,2021
3574,7694,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.51-19.91 Lakh*,1551000.0,1991000.0,7,120000,particular,Diesel,Automatic,11.79,2179,120,8,700000,28000,17142.85714285714,2017
3575,7696,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.50-20.09 Lakh*,1550000.0,2009000.0,18,198565,particular,Diesel,Manual,10.5,2179,120,8,150000,6000,11031.388888888889,2006
3577,7700,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.40-4.54 Lakh*,340000.0,454000.0,2,25000,particular,Petrol,Manual,24.7,796,47.3,5,310000,12400,12500.0,2022
3578,7701,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.62-20.41 Lakh*,1162000.0,2041000.0,2,40000,particular,Petrol,Automatic,13,1591,121.3,5,1280000,51200,20000.0,2022
3579,7702,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.68-6.53 Lakh*,368000.0,653000.0,4,16303,distribuidora,Petrol,Manual,25.17,799,53.3,5,350000,14000,4075.75,2020
3580,7706,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.17.50-24.38 Lakh*,1750000.0,2438000.0,2,99000,distribuidora,Diesel,Manual,16,2179,140,7,1175000,47000,49500.0,2022
3581,7707,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.80-10.13 Lakh*,680000.0,1013000.0,6,40000,particular,Petrol,Manual,20.85,1197,83.14,5,400000,16000,6666.666666666667,2018
3582,7708,BMW 3,BMW,3,New Car (On-Road Price) : Rs.51.48-58.06 Lakh*,5148000.0,5806000.0,5,13900,distribuidora,Diesel,Automatic,22.69,1995,190,5,2300000,92000,2780.0,2019
3583,7709,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.7.06-10.45 Lakh*,706000.0,1045000.0,3,31000,distribuidora,Petrol,Manual,21.21,1197,81.8,5,675000,27000,10333.333333333334,2021
3584,7711,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.67-23.41 Lakh*,1667000.0,2341000.0,3,90000,particular,Diesel,Manual,16,2179,140,7,1500000,60000,30000.0,2021
3585,7712,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.57-7.25 Lakh*,557000.0,725000.0,4,35000,distribuidora,Petrol,Manual,21.79,998,67.05,5,450000,18000,8750.0,2020
3586,7715,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,1285000.0,1811000.0,5,49349,distribuidora,Diesel,Manual,24.8,1396,88.7,5,720000,28800,9869.8,2019
3587,7716,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.13-17.45 Lakh*,1313000.0,1745000.0,5,88099,distribuidora,Petrol,Manual,17.4,1497,117.6,5,620000,24800,17619.8,2019
3588,7718,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.34-17.64 Lakh*,1334000.0,1764000.0,3,25000,distribuidora,Petrol,Manual,17.4,1497,117.6,5,870000,34800,8333.333333333334,2021
3589,7719,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.55-7.35 Lakh*,555000.0,735000.0,9,59000,distribuidora,Petrol,Manual,18.9,998,67,5,265000,10600,6555.555555555556,2015
3590,7720,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.57-7.25 Lakh*,557000.0,725000.0,15,75472,distribuidora,Petrol,Manual,14,1061,64,5,170000,6800,5031.466666666666,2009
3591,7723,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.70-10.27 Lakh*,670000.0,1027000.0,1,10000,particular,Petrol,Automatic,19.56,1197,81.8,5,825000,33000,10000.0,2023
3592,7727,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.4.71-5.18 Lakh*,471000.0,518000.0,11,10000,particular,Petrol,Manual,15.37,1196,73,5,208000,8320,909.0909090909091,2013
3593,7728,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.9.86-10.26 Lakh*,986000.0,1026000.0,6,48015,distribuidora,Diesel,Manual,25.83,1498,99,5,495000,19800,8002.5,2018
3594,7729,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.19.66-29.59 Lakh*,1966000.0,2959000.0,2,32400,distribuidora,Diesel,Manual,13.68,2393,147.51,7,1751000,70040,16200.0,2022
3595,7731,Volkswagen Vento,Volkswagen,Vento,New Car (On-Road Price) : Rs.10.35-15.52 Lakh*,1035000.0,1552000.0,7,80000,distribuidora,Petrol,Manual,15.04,1598,103.2,5,470000,18800,11428.57142857143,2017
3596,7733,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.69-10.26 Lakh*,669000.0,1026000.0,1,5000,particular,Petrol,Manual,21.01,1197,81.8,5,557000,22280,5000.0,2023
3597,7734,BMW 3,BMW,3,New Car (On-Road Price) : Rs.51.48-58.06 Lakh*,5148000.0,5806000.0,2,10000,particular,Diesel,Automatic,22.69,1995,190,5,4500000,180000,5000.0,2022
3598,7735,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.4.71-5.18 Lakh*,471000.0,518000.0,1,2000,distribuidora,Petrol,Manual,15.37,1196,73,5,437000,17480,2000.0,2023
3599,7740,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.87-7.22 Lakh*,687000.0,722000.0,3,20000,particular,Petrol,Manual,18.9,1197,81.86,5,500000,20000,6666.666666666667,2021
3600,7742,BMW 5,BMW,5,New Car (On-Road Price) : Rs.71.31-80.09 Lakh*,7131000.0,8009000.0,10,89000,particular,Diesel,Automatic,16.2,2993,258,5,2000000,80000,8900.0,2014
3601,7744,Jaguar XF,Jaguar,XF,New Car (On-Road Price) : Rs.68.13 Lakh*,6813000.0,6813000.0,5,39000,distribuidora,Petrol,Automatic,10.8,1999,237.4,5,2950000,118000,7800.0,2019
3602,7745,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.60-12.84 Lakh*,960000.0,1284000.0,5,57437,distribuidora,Diesel,Manual,22.54,1396,88.73,5,679000,27160,11487.4,2019
3603,7747,Honda WR-V,Honda,WR-V,New Car (On-Road Price) : Rs.11.23-12.84 Lakh*,1123000.0,1284000.0,4,40000,particular,Diesel,Manual,25.5,1498,98.6,5,775000,31000,10000.0,2020
3604,7750,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.57-7.25 Lakh*,557000.0,725000.0,9,58000,distribuidora,Petrol,Manual,18.9,998,67.1,5,310000,12400,6444.444444444444,2015
3605,7751,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.83-10.34 Lakh*,883000.0,1034000.0,4,120000,particular,Diesel,Manual,15.96,2523,63,9,550000,22000,30000.0,2020
3606,7754,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.37-9.24 Lakh*,637000.0,924000.0,4,18600,particular,Petrol,Manual,20.4,1197,81.8,5,562000,22480,4650.0,2020
3607,7755,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.00-13.84 Lakh*,1000000.0,1384000.0,4,140000,particular,Diesel,Manual,23,1498,98.96,5,800000,32000,35000.0,2020
3608,7756,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.33-20.82 Lakh*,1233000.0,2082000.0,4,52300,distribuidora,Diesel,Automatic,17.01,1582,126.2,5,1325000,53000,13075.0,2020
3609,7758,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.70-19.40 Lakh*,1470000.0,1940000.0,11,160000,particular,Diesel,Manual,10.5,2609,120,7,300000,12000,14545.454545454546,2013
3610,7761,Mini Cooper,Mini,Cooper,New Car (On-Road Price) : Rs.46.34-51.00 Lakh*,4634000.0,5100000.0,7,51000,distribuidora,Petrol,Automatic,19.23,1598,98,5,1800000,72000,7285.714285714285,2017
3611,7763,BMW X5,BMW,X5,New Car (On-Road Price) : Rs.89.82-1.02 Cr*,898200000.0,10200000.0,11,96714,distribuidora,Diesel,Automatic,11,2993,235,5,1375000,55000,8792.181818181818,2013
3612,7765,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.90-10.22 Lakh*,690000.0,1022000.0,1,1000,particular,Petrol,Manual,21.21,1197,81.8,5,775000,31000,1000.0,2023
3613,7768,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.87-13.04 Lakh*,787000.0,1304000.0,2,5000,particular,Petrol,Manual,18.6,1197,81.86,5,700000,28000,2500.0,2022
3614,7770,Hyundai i10,Hyundai,i10,New Car (On-Road Price) : Rs.7.12-7.48 Lakh*,712000.0,748000.0,8,67000,distribuidora,Petrol,Automatic,16.95,1197,78.9,5,429000,17160,8375.0,2016
3615,7774,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.33-13.56 Lakh*,933000.0,1356000.0,4,43000,distribuidora,Petrol,Automatic,14.8,1497,121.36,5,795000,31800,10750.0,2020
3616,7776,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.32-6.37 Lakh*,632000.0,637000.0,8,56194,distribuidora,Petrol,Manual,19,1197,85.8,5,430000,17200,7024.25,2016
3617,7778,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.87-13.04 Lakh*,787000.0,1304000.0,6,55000,distribuidora,Petrol,Manual,18.6,1197,81.83,5,499000,19960,9166.666666666666,2018
3618,7779,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.57-7.25 Lakh*,557000.0,725000.0,4,33070,distribuidora,Petrol,Manual,20.51,998,67.04,5,460000,18400,8267.5,2020
3619,7780,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.75-23.37 Lakh*,1675000.0,2337000.0,8,90000,particular,Diesel,Manual,15.1,2179,140,7,800000,32000,11250.0,2016
3620,7782,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.57-7.25 Lakh*,557000.0,725000.0,12,64321,distribuidora,Petrol,Manual,21.79,998,67.05,5,235000,9400,5360.083333333333,2012
3621,7784,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.36.20-41.84 Lakh*,3620000.0,4184000.0,9,60000,particular,Diesel,Manual,13,2982,168.5,7,1260000,50400,6666.666666666667,2015
3622,7786,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.98-10.40 Lakh*,698000.0,1040000.0,6,43937,distribuidora,Petrol,Manual,19.1,1197,85.8,5,570000,22800,7322.833333333333,2018
3623,7787,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,1285000.0,1811000.0,9,96888,distribuidora,Diesel,Automatic,22.32,1582,126.3,5,550000,22000,10765.333333333334,2015
3624,7788,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.9.26-10.85 Lakh*,926000.0,1085000.0,10,70000,particular,Diesel,Manual,13.6,2523,63,7,400000,16000,7000.0,2014
3625,7791,Toyota Yaris,Toyota,Yaris,New Car (On-Road Price) : Rs.11.11-18.11 Lakh*,1111000.0,1811000.0,3,12000,distribuidora,Petrol,Manual,17.1,1496,105.5,5,1275000,51000,4000.0,2021
3626,7793,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.14-13.94 Lakh*,1014000.0,1394000.0,2,57000,particular,Diesel,Manual,23,1498,98.96,5,900000,36000,28500.0,2022
3627,7796,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.61-17.14 Lakh*,1061000.0,1714000.0,4,39000,distribuidora,Petrol,Automatic,17.01,1591,121.3,5,790000,31600,9750.0,2020
3628,7798,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.9.63-11.19 Lakh*,963000.0,1119000.0,4,50000,distribuidora,Diesel,Manual,16.5,1493,70,7,775000,31000,12500.0,2020
3629,7803,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.76-10.36 Lakh*,676000.0,1036000.0,4,20000,particular,Petrol,Manual,21.4,1197,83.1,5,548000,21920,5000.0,2020
3630,7808,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.60-12.84 Lakh*,960000.0,1284000.0,6,90000,particular,Diesel,Manual,22.54,1396,88.73,5,700000,28000,15000.0,2018
3631,7810,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.6.92-11.37 Lakh*,692000.0,1137000.0,7,60000,particular,Petrol,Manual,16.47,1198,74,5,312000,12480,8571.42857142857,2017
3632,7811,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.10.13-13.81 Lakh*,1013000.0,1381000.0,4,38731,distribuidora,Petrol,Manual,20.73,1373,91.1,5,765000,30600,9682.75,2020
3633,7813,Honda City,Honda,City,New Car (On-Road Price) : Rs.15.15-17.93 Lakh*,1515000.0,1793000.0,5,54000,distribuidora,Diesel,Manual,26,1498,98.6,5,750000,30000,10800.0,2019
3634,7815,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.46-9.53 Lakh*,646000.0,953000.0,11,83000,distribuidora,Petrol,Manual,16.1,1197,85,5,335000,13400,7545.454545454545,2013
3635,7822,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.34-12.29 Lakh*,934000.0,1229000.0,6,80000,particular,Diesel,Manual,22.54,1396,88.73,5,520000,20800,13333.333333333334,2018
3636,7825,Jeep Compass,Jeep,Compass,New Car (On-Road Price) : Rs.20.74-31.25 Lakh*,2074000.0,3125000.0,4,23450,particular,Diesel,Manual,16.3,1956,170,5,1500000,60000,5862.5,2020
3637,7826,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.39-9.24 Lakh*,639000.0,924000.0,5,80000,particular,Petrol,Manual,21.21,1197,81.8,5,390000,15600,16000.0,2019
3638,7830,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.34-17.64 Lakh*,1334000.0,1764000.0,2,20410,distribuidora,Petrol,Manual,17,1497,118,5,1140000,45600,10205.0,2022
3640,7832,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.70-13.66 Lakh*,970000.0,1366000.0,5,77185,distribuidora,Petrol,Manual,20.73,1373,91.1,5,600000,24000,15437.0,2019
3641,7835,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.87-7.22 Lakh*,687000.0,722000.0,5,50000,particular,Petrol,Manual,18.9,1197,82,5,465000,18600,10000.0,2019
3643,7841,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.60-12.84 Lakh*,960000.0,1284000.0,5,60000,particular,Diesel,Manual,22.54,1396,88.73,5,630000,25200,12000.0,2019
3644,7843,Honda City,Honda,City,New Car (On-Road Price) : Rs.15.15-17.93 Lakh*,1515000.0,1793000.0,7,170000,particular,Diesel,Manual,25.1,1498,98.6,5,600000,24000,24285.714285714286,2017
3645,7846,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.97-13.46 Lakh*,797000.0,1346000.0,7,35000,particular,Petrol,Manual,18.6,1197,81.83,5,550000,22000,5000.0,2017
3646,7850,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.54-6.13 Lakh*,354000.0,613000.0,2,15000,particular,Petrol,Manual,25.17,799,53.3,5,380000,15200,7500.0,2022
3647,7852,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.99-10.55 Lakh*,899000.0,1055000.0,9,53270,distribuidora,Diesel,Manual,15.96,2523,62.1,7,550000,22000,5918.888888888889,2015
3648,7855,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.89-10.41 Lakh*,889000.0,1041000.0,7,80000,particular,Diesel,Manual,15.96,2523,63,9,465000,18600,11428.57142857143,2017
3649,7856,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.04-11.42 Lakh*,704000.0,1142000.0,6,41953,distribuidora,Petrol,Automatic,17.21,1197,103.6,5,670000,26800,6992.166666666667,2018
3650,7857,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.16-13.72 Lakh*,1016000.0,1372000.0,6,49199,distribuidora,Diesel,Manual,22.77,1498,98.59,5,650000,26000,8199.833333333334,2018
3651,7859,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.06-9.98 Lakh*,706000.0,998000.0,2,12000,particular,Petrol,Manual,19.5,1199,88.76,5,670000,26800,6000.0,2022
3652,7860,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.70-13.00 Lakh*,770000.0,1300000.0,3,20000,particular,Petrol,Manual,18.6,1197,81.83,5,598000,23920,6666.666666666667,2021
3653,7861,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.06-9.59 Lakh*,906000.0,959000.0,6,44566,distribuidora,Diesel,Manual,25.83,1498,99,5,580000,23200,7427.666666666667,2018
3654,7864,Datsun RediGO,Datsun,RediGO,New Car (On-Road Price) : Rs.3.44-5.76 Lakh*,344000.0,576000.0,3,1830,distribuidora,Petrol,Manual,22.7,799,53.64,5,360000,14400,610.0,2021
3655,7865,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.35-4.49 Lakh*,335000.0,449000.0,4,25000,particular,Petrol,Manual,24.7,796,47.3,5,250000,10000,6250.0,2020
